recipedetails,assist_action_ad,assist_action_image,assist_action_sub,assist_action_search,assist_action_video,assist_action_activate,assist_action_clarify
add in the salt cinnamon ginger baking soda and flour mix on low until most of the flour is incorporated turn hand mixer on medium and finish beating the flour into the dough,0,0,0,0,0,0,1
lightly flour a clean counter roll the dough out to a of in thickness and cut out using a round cookie cutter i think mine was a a or of inch circle,0,0,0,0,0,0,1
cut the circles out as close as you can to each other to save on rolling it out and incorporating extra flour into the dough place a cookies on the prepared baking pan,0,0,0,1,0,0,0
place into the oven and bake for of minutes or until done,0,0,0,0,1,0,0
let cool for five minutes on the pan and then move to a wire rack or paper towel to finish cooling,0,1,0,0,0,0,0
store in an airtight container,0,0,0,0,0,0,1
fry bacon and onion in a quart saucepan until onion is tender add shredded potato calm juice and just enough water to cover the potato,0,1,0,0,1,0,0
simmer until the potato is tender of to of minutes,0,1,0,0,1,0,0
add the drained clams milk salt and pepper heat just to the boiling point,0,1,0,0,1,0,0
just before servings drop in butter,0,1,0,0,1,0,0
preheat a grill over a mediumhigh flame brushing grill with canola oil,0,1,0,0,0,0,0
cut grapefruit in half crosswise,0,1,0,0,0,0,0
place fruit cut side down on the grill and cook for of minutes or until warmed through,0,1,0,0,0,0,0
sprinkle warm halves with brown sugar and serve immediately,0,1,0,0,0,0,0
squeeze lemon and set aside put sugar in a glass add ice water stirring until sugar is dissolved add lemon juice and pour over crushed ice,0,1,0,0,1,0,1
optional soda water may be used as an alternative to water if desired,0,1,0,0,1,0,1
combine all ingredients,0,0,0,0,0,0,1
chill at least a hour before serving,0,1,0,0,0,0,0
salt and pepper to taste,0,0,1,0,0,0,0
pour of cup servings,0,0,0,0,1,0,0
preheat oven to 400,0,1,0,0,0,0,0
line a large inch pie plate with rolled out pastry dough prick with a fork and bake for of minutes,0,1,0,0,0,0,0
remove from oven and reduce heat to 350,0,1,0,0,0,0,0
in a small bowl combine sugar flour and salt,0,1,0,0,0,0,0
mix well and spread evenly over the bottom of the crust,0,1,0,0,0,0,0
warm cream in the microwave warm not hot and then carefully pour the warmed cream over the sugar mixture completely covering it,0,1,0,0,0,0,0
in bits dab butter over the cream,0,1,0,0,0,0,0
bake at 350,0,1,0,0,0,0,0
f for of minutes to an hour or until golden spots form on the top,0,1,0,0,0,0,0
the filling will seem liquid but will become firmer as it cools,0,1,0,0,0,0,0
in a large bowl combine vinegar oil parsley green onions garlic rosemary and black pepper add steak coat well with marinade cover bowl with plastic wrap and refrigerate for at least a hours or overnight,1,1,0,0,1,0,1
surfing a large bowl whisk together oil vinegar hoising sauce lemon grass savory and shallots add black pepper to taste add lobster tails making sure all surfaces are well coated with marinade and marinade for of of minutes do not marinade for longer than a hour or acid in marinade will start to cook tender lobster flesh carefully thread each lobster tail half on a skewer cover and refrigerate until ready to grill,0,1,0,0,1,1,1
grilling the surf and turfprepare grill and preheat to medium high brush excess marinade off steak and grill until desired degree of doneness is reached remove from grill and let rest for a to of minutes as soon as steak is off grill place lobster on grill and cook for about a of minutes on each side or until grill marks appear place a skewers on plate with each steak and serve immediately,0,1,0,0,1,1,1
preheat oven 375 degrees,0,1,0,0,0,0,0
meanwhile get started on your crust in a bowl combine the cracker crumbs nuts and cinnamon then stir in the butter press the crust mixture into the bottom and about a inches up the sides of a inch springworm pan now make the filling,0,0,0,0,1,0,0
in a mixer bowl combine cream cheese sugar cornstarch and vanilla beat until fluffy add eggs and yolks all at once beating on low speed just until combined fold in the cream and the pumpkin pulp it will appear broken but will bake beautifully pour into the crustlined pan place on a shallow baking pan in oven bake for of to of minutes or until the center appears nearly set when shaken cool of minutes loosen sides of the pan and cool for of minutes chill for a hours before serving this recipe yields a to a servings,0,0,0,0,1,0,0
this recipe yields a to a servings,0,1,0,0,0,0,0
on the work surface open the boned lamb out to make as close to a rectangle as you can carefully trim off as much of the fat as possible and dispose of it,0,0,0,0,1,0,0
chop the anchovies finely and combine in a small bowl with dried thyme minced garlic and oil add half a teaspoon of salt and mix altogether spread half of this mixture over the lamb and then roll and tie it tightly with string before spreading the rest of the anchovy mixture over the outside,0,0,0,0,1,0,0
in a small pan combine the stock and vermouth bring to the boil and then reduce to an enthusiastic simmer stir in the mustard and cream and continue to simmer as you roast the lamb the sauce wants to be reduced to a coating consistency and there should be about half a cup when finished enough for a spoonful over each serving of lamb,0,1,0,0,0,0,0
heat the oven to 240 degrees c and roast the lamb for about twenty five minutes if you like it on the pink side as i do for medium lamb roast for a further ten minutes and then remove from the oven to rest for ten or fifteen minutes before serving if serving onto hot plates then the lamb can be left to rest in the open if the plates arent likely to be very hot then rest the meat in a warm oven,0,0,0,0,0,0,1
serve a couple of slices of lamb per serving along with a spoonful of sauce,0,0,1,0,0,0,0
soak dried navy beans overnight in a large pot you want the water to be cold and about of inches above the beans cover and refrigerate at least a hours,0,1,0,0,1,0,0
drain and rinse the beans place in a large pot and cover by of inches of fresh water bring to a boil reduce heat and simmer for a – 1½ hours until the beans are tender but not bursting,0,1,0,1,1,0,0
in the meantime combine teriyaki sauce soy sauce pineapple juice brown sugar and ginger in a medium bowl whisk until brown sugar has dissolved set aside,0,1,0,0,1,0,0
preheat oven to 350,0,1,0,0,1,0,0
reserving a cups of the boiled water drain the beans,0,1,0,0,1,0,0
in a large dutch oven saute bacon for of minutes over medium high heat with a slotted spoon remove bacon and set aside,0,1,0,0,1,0,0
add onions to the bacon fat and cook until translucent about a minutes add garlic and pineapple and saute for an additional minute until the garlic becomes fragrant,0,1,0,0,1,0,0
place bacon back into the dutch oven and add the cubed ham steak beans reserved water and prepared sauce stir well to combine,0,1,0,0,1,0,0
bake in the oven covered for of minutes reduce heat to 200 and continue to cook for a hours stirring halfway through,0,1,0,0,1,0,0
after a hours remove lid increase heat to 350 and cook for an additional of hours stirring every twenty minutes until the sauce has thickened,0,1,0,0,1,0,0
soak husks according to directions in basic tamales for tamale dough beat lard and salt until fluffy slowly beat in masa mix alternately with water until very light and fluffy add brown sugar baking powder cinnamon and nutmeg mixing until well blended,0,1,0,0,0,0,0
to assemble tamales drain corn husks pat dry spread a tablespoons dough on center of husks forming a a x inch rectangle and spreading completely to right edge spoon a teaspoon each pecans and raisins lengthwise down center of rectangle,0,1,0,0,0,0,0
to enclose and steam tamales proceed according to directions in basic tamales,0,1,0,0,0,0,0
makes of,0,1,0,0,0,0,0
position a rack in middle of oven and preheat to 350 degrees butter a inch of inch diameter springworm pan line bottom with a round of parchment paper butter parchment dust with flour tap out excess arrange berries in a single layer in bottom of pan sprinkle evenly with of cup sugar,0,1,0,0,0,0,0
sift 213 cups cake flour baking powder salt and baking soda into a medium bowl set aside using an electric mixer beat of cup butter and remaining 113 cups sugar in a large bowl at mediumhigh speed occasionally scraping down sides of bowl until pale and fluffy about a minutes add eggs one at a time beating well after each addition beat in vanilla and zest reduce speed to low beat in flour mixture in a additions alternating with buttermilk in a additions beginning and ending with flour mixture and beating just until incorporated pour batter over berries in pan smooth top,1,0,0,0,0,0,0
bake until cake is golden brown and a tester inserted into the center comes out clean about a hour of minutes let cool in pan set on a wire rack for of minutes then run a thin sharp knife around edge of pan to loosen remove pan sides invert cake onto rack and remove pan bottom peel off parchment dust top generously with powdered sugar and let cool completely,1,0,0,0,0,0,0
combine tomatoes and contents of package in a medium saucepan,0,0,0,0,1,0,0
heat to a boil reduce heat and simmer a minutes,0,0,0,0,1,0,0
cool to room temperature about of minutes before serving,0,0,0,0,1,0,0
refrigerate up to a weeks,0,0,0,0,1,0,0
in a large nonreactive saucepan crush blueberries with a potato masher or back of a heavy spoon add vinegar sugar lime and cinnamon and bring to a boil reduce heat and simmer covered for of minutes,0,1,0,0,0,0,0
cool slightly and pour into a large bowl cover and refrigerate for a days to allow flavors to blend,0,1,0,0,0,0,0
place a wire mesh strainer over a large bowl in batches ladle blueberry mixture into strainer pressing out as much liquid as possible discard solids,0,1,0,0,0,0,0
pour vinegar into clean glass bottles or jars and refrigerate tightly covered indefinitely use in salad dressings or drizzled over chicken or beef,0,1,0,0,0,0,0
this recipe yields a of cups,0,1,0,0,0,0,0
yield a of cups,0,1,0,0,0,0,0
peel the potatoes and cut them in strips or use the mandoline to 18” thickness or larger if a deep fryer is available heat the oil at the maximum high and cook following you fryer instructions if using a regular frying pan add enough oil to come up the side by at least a inch,0,0,0,0,1,0,0
on high heat warm the oil a good test to see if the oil is hot enough add a french fry and the oil should bubble around it,0,1,0,0,0,0,0
add half of the potatoes but do not overcrowd when a nice golden color remove with a slotted spoon and drain on paper towel,0,1,0,0,0,0,0
sprinkle generously with salt,0,1,0,0,0,0,0
repeat with the remaining potatoes serve hot,0,1,0,0,0,0,0
steaks,0,0,0,0,1,0,0
place the steaks in a dish and add half of the cognac let it soak each steaks on both sides for a minute or so,0,1,0,0,0,0,0
remove from the cognac and place the steaks on a dish press the pepper on each side of the steak,0,1,0,0,0,0,0
heat the butter in a skillet and brown the steak a minutes on each side over high heat,0,1,0,0,0,0,0
pour the cognac and carefully set a light flambé you do not have to if you do not feel comfortable doing so,0,1,0,0,0,0,0
when the flame have died down remove the steals from the skillet and keep warm discard the cooking butter and add the heavy cream to the pan scraping up the bottom of the skillet with a wooden spoon to incorporate all the cooking juices,0,0,0,0,1,0,0
